,walk_length,d_G,d_H,edge,ground_truth_aprx,classification,correct,inverse,negexp
2162,23,5.883383,4.70994,"(28, 33)",0,0,True,0.44461402,0.23623323
2163,23,6.1979585,5.7738647,"(86, 0)",0,0,True,0.48228782,0.39553759
2164,23,6.727063,7.121415,"(64, 0)",0,1,False,0.5142381,0.5973299
2165,23,6.191772,6.758813,"(64, 22)",0,1,False,0.5218925,0.6380801
2166,23,4.7655606,5.5305605,"(22, 46)",0,1,False,0.53714985,0.68243825
2167,23,5.577142,3.3616645,"(59, 69)",0,0,True,0.37607536,0.09836921
2168,23,5.2628617,5.04815,"(31, 39)",0,0,True,0.48958823,0.44652733
2169,23,5.2578564,5.3917866,"(2, 90)",0,1,False,0.506288,0.53343254
2170,23,5.3075,4.7299933,"(52, 14)",0,0,True,0.47123256,0.35950655
2171,23,6.3207855,4.907446,"(51, 77)",0,0,True,0.4370631,0.19570786
2172,23,6.4055624,4.6755524,"(55, 77)",0,0,True,0.42193878,0.15058629
2173,23,5.9938006,4.9854846,"(24, 55)",0,0,True,0.45408097,0.26730952
2174,23,5.2034817,3.5060382,"(79, 29)",0,0,True,0.4025524,0.15479945
2175,23,5.93392,4.619845,"(97, 57)",0,0,True,0.4377438,0.21180575
2176,23,6.7935915,6.315133,"(1, 57)",0,0,True,0.48175034,0.38261622
2177,23,6.418405,6.0901537,"(1, 84)",0,0,True,0.48687893,0.41866615
2178,23,5.979003,4.967528,"(84, 50)",0,0,True,0.45379928,0.26669127
2179,23,4.8394322,4.179583,"(82, 68)",0,0,True,0.463419,0.3407735
2180,23,5.080391,3.9726775,"(93, 54)",0,0,True,0.4388211,0.24829742
2181,23,5.678348,4.5999165,"(96, 40)",0,0,True,0.44753826,0.25380296
2182,23,5.318074,5.2581663,"(17, 40)",0,0,True,0.49716783,0.48502752
2183,23,5.390246,4.4640765,"(9, 89)",0,0,True,0.45300695,0.28370252
2184,23,5.487058,5.3591566,"(83, 35)",0,0,True,0.49410382,0.4680681
2185,23,3.6669335,5.188279,"(37, 35)",0,1,False,0.58590114,0.8207365
2186,23,4.3514714,3.4123116,"(42, 85)",0,0,True,0.4395166,0.28107005
2187,23,5.2913985,3.8064542,"(85, 41)",0,0,True,0.4183904,0.18468176
2188,23,5.785162,4.5306635,"(41, 23)",0,0,True,0.43919542,0.22192238
2189,23,5.6776853,4.9595766,"(21, 44)",0,0,True,0.46624562,0.3278096
2190,23,5.62216,4.890077,"(44, 61)",0,0,True,0.4651795,0.32473785
2191,24,5.68713,5.4126673,"(0, 1)",1,0,False,0.48763657,0.43181184
2192,24,7.0306525,6.436761,"(3, 2)",1,0,False,0.47795078,0.35574242
2193,24,5.5431905,5.497615,"(3, 4)",1,0,False,0.49793604,0.48860806
2194,24,4.8412695,6.221325,"(8, 7)",1,1,True,0.5623749,0.79899985
2195,24,5.5668793,6.104274,"(9, 8)",1,1,True,0.5230223,0.6312061
2196,24,4.0504174,5.255074,"(13, 14)",1,1,True,0.56472826,0.76935214
2197,24,4.9066796,5.399075,"(16, 15)",1,1,True,0.52388936,0.62067056
2198,24,1.7951528,5.8330665,"(18, 17)",1,1,True,0.7646695,0.9826714
2199,24,3.8475401,5.8338213,"(18, 19)",1,1,True,0.60258275,0.8793492
2200,24,4.1326866,5.512182,"(21, 20)",1,1,True,0.5715145,0.79890996
2201,24,2.6882403,6.3167634,"(21, 22)",1,1,True,0.7014726,0.9741315
2202,24,2.9386444,6.7188973,"(22, 23)",1,1,True,0.69571507,0.97769207
2203,24,3.0594442,7.7398043,"(23, 24)",1,1,True,0.71669847,0.9908096
2204,24,3.7688046,6.0211926,"(24, 25)",1,1,True,0.6150352,0.9048563
2205,24,5.8702955,4.9700623,"(27, 26)",1,0,False,0.4584777,0.28900254
2206,24,5.346451,5.7599077,"(28, 27)",1,1,True,0.5186135,0.6019165
2207,24,3.659978,5.866665,"(29, 30)",1,1,True,0.6158166,0.90084845
2208,24,6.7078767,6.6984987,"(32, 31)",1,0,False,0.49965024,0.49765554
2209,24,5.8572497,6.247057,"(33, 32)",1,1,True,0.51610196,0.5962362
2210,24,3.2016003,5.93125,"(35, 34)",1,1,True,0.6494413,0.9387537
2211,24,3.9586008,5.54669,"(35, 36)",1,1,True,0.5835371,0.8303471
2212,24,3.6936615,5.2576375,"(38, 37)",1,1,True,0.58736026,0.8269232
2213,24,4.148399,5.9652624,"(38, 39)",1,1,True,0.58982223,0.8601893
2214,24,5.004688,6.1199994,"(41, 40)",1,1,True,0.55012774,0.75311804
2215,24,5.5210423,5.4109836,"(41, 42)",1,0,False,0.49496624,0.47251308
2216,24,5.9455743,6.500942,"(42, 43)",1,1,True,0.5223102,0.63538015
2217,24,3.2826517,6.2343903,"(46, 47)",1,1,True,0.65507644,0.9503456
2218,24,5.4108024,6.5472035,"(47, 48)",1,1,True,0.54751635,0.75701827
2219,24,5.0538735,6.399373,"(49, 48)",1,1,True,0.55873877,0.7933929
2220,24,4.0371237,6.4111924,"(49, 50)",1,1,True,0.61361015,0.9148285
2221,24,4.2664266,5.9349346,"(53, 54)",1,1,True,0.5817787,0.8413768
2222,24,2.8702123,6.4708347,"(54, 55)",1,1,True,0.6927312,0.97341913
2223,24,5.2378674,6.066727,"(57, 58)",1,1,True,0.5366603,0.69611377
2224,24,5.614906,6.4033694,"(58, 59)",1,1,True,0.5328027,0.6875013
2225,24,4.6072483,5.696691,"(60, 61)",1,1,True,0.5528653,0.74827677
2226,24,3.9729695,5.983185,"(62, 63)",1,1,True,0.6009534,0.8818655
2227,24,3.1342611,6.684147,"(64, 63)",1,1,True,0.6807771,0.97207433
2228,24,3.787855,6.186838,"(65, 64)",1,1,True,0.6202535,0.9167498
2229,24,6.9648037,6.2527175,"(66, 67)",1,0,False,0.47306278,0.329138
2230,24,6.967342,7.1265683,"(68, 67)",1,1,True,0.5056488,0.5397227
2231,24,6.5382786,6.520149,"(68, 69)",1,0,False,0.4993058,0.4954678
2232,24,2.9994323,4.961784,"(72, 73)",1,1,True,0.62324446,0.87678725
2233,24,4.547867,6.3948503,"(77, 78)",1,1,True,0.58439326,0.8637725
2234,24,5.204083,6.5242047,"(79, 78)",1,1,True,0.55627936,0.78920203
2235,24,6.2670135,5.8760223,"(80, 79)",1,0,False,0.48390058,0.40347874
2236,24,6.676409,6.5908475,"(82, 81)",1,0,False,0.49677545,0.4786227
2237,24,4.6303835,6.023317,"(83, 82)",1,1,True,0.56537324,0.80106014
2238,24,4.144405,6.202985,"(85, 84)",1,1,True,0.5994734,0.88681173
2239,24,5.502235,6.0417542,"(86, 85)",1,1,True,0.523368,0.63170063
2240,24,6.0145955,6.899558,"(91, 90)",1,1,True,0.5342633,0.70784956
2241,24,4.1455884,6.6825833,"(92, 91)",1,1,True,0.6171479,0.926695
2242,24,3.6163979,6.661033,"(92, 93)",1,1,True,0.64812243,0.9545503
2243,24,5.8618274,5.8312616,"(96, 97)",1,0,False,0.498693,0.49235913
2244,24,6.4199634,5.163816,"(98, 99)",1,0,False,0.44577992,0.2216378
2245,24,5.325141,5.0486536,"(78, 74)",0,0,True,0.48667377,0.43131515
2246,24,4.867282,4.8215876,"(72, 74)",0,0,True,0.4976419,0.4885784
2247,24,6.039268,5.3091564,"(66, 72)",0,0,True,0.46783203,0.32517025
2248,24,5.9309964,6.3669753,"(66, 91)",0,1,False,0.51772565,0.60730046
2249,24,5.7654033,4.730448,"(70, 8)",0,0,True,0.4506969,0.26212448
2250,24,5.453901,4.452598,"(5, 98)",0,0,True,0.44946232,0.26868537
2251,24,6.8403583,5.628659,"(98, 27)",0,0,True,0.4514116,0.22940047
2252,24,6.3990912,6.1486125,"(3, 27)",0,0,True,0.49001893,0.43770564
2253,24,6.4271655,4.692233,"(95, 3)",0,0,True,0.42198622,0.14995776
2254,24,6.3607764,3.4788136,"(95, 26)",0,0,True,0.3535527,0.053052444
2255,24,5.741086,4.0746455,"(88, 26)",0,0,True,0.41511378,0.15889934
2256,24,2.2968624,6.2850976,"(18, 16)",0,1,False,0.73236156,0.9818048
2257,24,4.770932,5.5854144,"(99, 36)",0,1,False,0.5393228,0.6930638
2258,24,5.9492545,6.20164,"(58, 15)",0,1,False,0.51038545,0.56276363
2259,24,5.3617163,4.3917685,"(15, 12)",0,0,True,0.45027688,0.2748909
2260,24,5.335722,4.112398,"(75, 20)",0,0,True,0.43526098,0.22735205
2261,24,6.0679116,2.9026508,"(94, 75)",0,0,True,0.32357514,0.04049415
2262,24,6.053606,3.0322068,"(6, 76)",0,0,True,0.33372983,0.046468437
2263,24,5.4155173,4.6178403,"(25, 87)",0,0,True,0.46024874,0.31052265
2264,24,5.4455314,4.7324467,"(62, 87)",0,0,True,0.46496925,0.3289176
2265,24,5.049036,5.472917,"(45, 48)",0,1,False,0.52014273,0.60441154
2266,24,6.333327,7.1545534,"(48, 67)",0,1,False,0.53044313,0.69449663
2267,24,6.630697,5.696633,"(67, 10)",0,0,True,0.46211413,0.28210095
2268,24,5.579963,5.7977066,"(32, 13)",0,1,False,0.50956887,0.5542218
2269,24,7.0644884,6.1290345,"(32, 43)",0,0,True,0.46454874,0.28181952
2270,24,6.5265326,5.4075828,"(60, 43)",0,0,True,0.45311972,0.24620609
2271,24,5.666084,5.325972,"(80, 53)",0,0,True,0.4845292,0.41578233
2272,24,6.3997703,4.579432,"(11, 80)",0,0,True,0.4171006,0.1393933
2273,24,5.1147466,5.3428946,"(28, 33)",0,1,False,0.5109082,0.5567909
2274,24,5.7043467,5.420842,"(86, 0)",0,0,True,0.48725843,0.4295948
2275,24,6.7362995,5.983242,"(59, 69)",0,0,True,0.4703976,0.32015544
2276,24,6.140079,5.353271,"(31, 69)",0,0,True,0.46577117,0.31285447
2277,24,6.7936444,5.5609484,"(31, 39)",0,0,True,0.45011184,0.22570987
2278,24,7.2220197,5.6433315,"(39, 2)",0,0,True,0.43864572,0.17098135
2279,24,6.556891,5.920512,"(2, 90)",0,0,True,0.47449875,0.34606558
2280,24,5.3148646,6.4615912,"(47, 90)",0,1,False,0.5486873,0.7589125
2281,24,5.639534,6.087951,"(97, 79)",0,1,False,0.51911825,0.6102628
2282,24,5.491518,5.6596413,"(1, 57)",0,1,False,0.5075384,0.54193205
2283,24,5.352222,6.7688336,"(50, 82)",0,1,False,0.558436,0.8048067
2284,24,6.084246,7.248025,"(82, 68)",0,1,False,0.5436452,0.7620187
2285,24,5.38775,5.293872,"(96, 40)",0,0,True,0.49560562,0.47654766
2286,24,5.6760845,4.534842,"(9, 89)",0,0,True,0.4441166,0.24209231
2287,24,6.310288,5.3104744,"(42, 81)",0,0,True,0.4569816,0.26897806
2288,24,5.3321657,5.2896647,"(85, 41)",0,0,True,0.49799937,0.4893764
2289,25,6.2666836,6.3406577,"(99, 0)",0,1,False,0.5029338,0.51848507
2290,25,5.38104,5.7235923,"(4, 5)",1,1,True,0.51542383,0.5848104
2291,25,4.3566957,4.974193,"(7, 6)",1,1,True,0.53308886,0.64964914
2292,25,6.7902265,6.0726366,"(9, 8)",1,0,False,0.47210616,0.32792392
2293,25,6.424663,7.975911,"(10, 9)",1,1,True,0.55386066,0.8250939
2294,25,5.761414,6.203499,"(11, 10)",1,1,True,0.5184742,0.60875565
2295,25,4.753873,4.6015525,"(15, 14)",1,0,False,0.4918593,0.46199337
2296,25,3.8657372,5.340138,"(17, 16)",1,1,True,0.5800794,0.81372535
2297,25,4.9353447,5.878237,"(20, 19)",1,1,True,0.5435976,0.71968347
2298,25,5.3133326,5.819742,"(25, 26)",1,1,True,0.52274346,0.6239644
2299,25,5.5869427,6.4967017,"(27, 26)",1,1,True,0.5376442,0.7129509
2300,25,4.242092,6.4240923,"(28, 27)",1,1,True,0.60228586,0.89862144
2301,25,6.5014253,5.9907675,"(29, 30)",1,0,False,0.47956094,0.3750393
2302,25,5.938358,5.9659505,"(31, 30)",1,1,True,0.5011589,0.50689775
2303,25,5.4730287,6.026247,"(35, 34)",1,1,True,0.52405447,0.634882
2304,25,5.168259,5.6230636,"(35, 36)",1,1,True,0.5210727,0.61178094
2305,25,4.4593806,4.767482,"(36, 37)",1,1,True,0.51669586,0.5764217
2306,25,5.1367292,6.9201493,"(38, 39)",1,1,True,0.57395864,0.8561187
2307,25,4.800173,7.6320496,"(40, 39)",1,1,True,0.6138926,0.94437426
2308,25,6.599386,6.461644,"(41, 40)",1,0,False,0.494727,0.46561882
2309,25,5.7017365,6.5098906,"(43, 44)",1,1,True,0.5330895,0.691716
2310,25,6.0332036,6.2591896,"(45, 44)",1,1,True,0.5091921,0.5562573
2311,25,5.3726487,5.17008,"(52, 51)",1,0,False,0.49039295,0.44953036
2312,25,6.0309424,6.2066875,"(53, 52)",1,1,True,0.5071805,0.54382354
2313,25,5.005606,6.113496,"(54, 55)",1,1,True,0.54981923,0.75173545
2314,25,4.8578696,6.435671,"(55, 56)",1,1,True,0.56985414,0.8288929
2315,25,4.1406627,7.044024,"(56, 57)",1,1,True,0.6297918,0.94801235
2316,25,3.8162663,6.8817635,"(57, 58)",1,1,True,0.6432739,0.9554469
2317,25,4.3259964,6.4895782,"(58, 59)",1,1,True,0.60002154,0.8969312
2318,25,6.3917704,6.4324436,"(60, 59)",1,1,True,0.50158584,0.51016694
2319,25,5.4608793,6.4445148,"(62, 61)",1,1,True,0.54131055,0.7278289
2320,25,5.500844,6.318688,"(65, 64)",1,1,True,0.53459716,0.6937785
2321,25,5.623249,7.0933433,"(66, 65)",1,1,True,0.5578022,0.8130717
2322,25,5.829248,6.315946,"(66, 67)",1,1,True,0.52003664,0.61932826
2323,25,4.675479,5.837097,"(73, 74)",1,1,True,0.555249,0.7616266
2324,25,6.594981,5.8195443,"(79, 78)",1,0,False,0.46876895,0.31530422
2325,25,6.826564,6.0070224,"(80, 81)",1,0,False,0.46807042,0.305861
2326,25,5.7237825,6.211486,"(86, 85)",1,1,True,0.5204312,0.61956525
2327,25,6.01495,6.6782603,"(86, 87)",1,1,True,0.5261286,0.66000366
2328,25,6.0157967,6.385158,"(90, 89)",1,1,True,0.5148924,0.59130466
2329,25,6.6884413,7.06293,"(91, 90)",1,1,True,0.5136164,0.59254324
2330,25,6.8201594,6.8241844,"(92, 91)",1,1,True,0.50014746,0.50100625
2331,25,6.379463,6.1528635,"(92, 93)",1,0,False,0.4909594,0.44359124
2332,25,4.28656,6.1213794,"(98, 97)",1,1,True,0.58814514,0.8623348
2333,25,5.6227326,6.1403227,"(78, 74)",0,1,False,0.5220007,0.62658405
2334,25,6.4289374,5.6941266,"(61, 78)",0,0,True,0.46969366,0.3241399
2335,25,6.894148,7.5434794,"(66, 91)",0,1,False,0.52248746,0.6568598
2336,25,7.0807967,6.3709946,"(91, 8)",0,0,True,0.47361684,0.32964253
2337,25,6.286162,4.7804317,"(70, 8)",0,0,True,0.4319696,0.18157245
2338,25,5.5362053,4.901615,"(5, 98)",0,0,True,0.4696014,0.34647045
2339,25,5.93982,3.3349333,"(95, 3)",0,0,True,0.3595711,0.06882459
2340,25,6.9264574,3.84517,"(95, 26)",0,0,True,0.35697207,0.043885767
2341,25,6.949281,4.531125,"(88, 26)",0,0,True,0.39468333,0.08179863
2342,25,6.9485607,3.5086045,"(18, 88)",0,0,True,0.33552158,0.031069804
2343,25,4.235178,4.3103604,"(18, 16)",0,1,False,0.50439894,0.5187868
2344,25,5.8857164,6.17962,"(99, 36)",0,1,False,0.5121796,0.57295144
2345,25,6.3198013,5.689077,"(99, 19)",0,0,True,0.47373924,0.3473463
2346,25,5.380373,4.5910163,"(15, 12)",0,0,True,0.46041894,0.3123068
2347,25,5.686207,5.131488,"(73, 12)",0,0,True,0.4743606,0.36477026
2348,25,6.2691317,5.0677967,"(63, 56)",0,0,True,0.44701675,0.23123781
2349,25,6.020745,4.8592486,"(63, 20)",0,0,True,0.4466224,0.23839551
2350,25,4.880143,4.387192,"(6, 94)",0,0,True,0.4734038,0.37919852
2351,25,5.120323,5.454884,"(76, 65)",0,1,False,0.5158182,0.5828687
2352,25,6.2031984,6.298037,"(45, 92)",0,1,False,0.5037932,0.5236919
2353,25,5.179431,5.268122,"(48, 67)",0,1,False,0.50424457,0.52215827
2354,25,5.638667,6.8268156,"(10, 38)",0,1,False,0.54765755,0.76640975
2355,25,5.820732,5.623074,"(60, 43)",0,0,True,0.49136397,0.45074573
2356,25,6.6102734,5.998126,"(60, 53)",0,0,True,0.4757246,0.3515695
2357,25,5.59833,6.1283283,"(11, 80)",0,1,False,0.52259797,0.6294827
2358,25,5.287599,5.1233997,"(28, 33)",0,0,True,0.49211416,0.45904213
2359,25,5.2697387,6.2894087,"(86, 0)",0,1,False,0.5441066,0.7349083
2360,25,6.4628057,4.3152246,"(64, 22)",0,0,True,0.4003723,0.104557484
2361,25,6.6282296,4.1194167,"(22, 46)",0,0,True,0.38328546,0.07524266
2362,25,6.026332,5.8772445,"(30, 34)",0,0,True,0.4937377,0.46279708
2363,25,6.129752,6.727302,"(59, 30)",0,1,False,0.52323824,0.6450956
2364,25,4.7498536,4.508985,"(31, 69)",0,0,True,0.4869925,0.44007233
2365,25,6.661934,4.961282,"(47, 90)",0,0,True,0.42684245,0.15438011
2366,25,7.1262574,5.1774073,"(52, 47)",0,0,True,0.42080206,0.1246788
2367,25,5.886934,5.3201327,"(52, 14)",0,0,True,0.47471234,0.3619753
2368,25,3.5859232,3.2612007,"(51, 49)",0,0,True,0.4762877,0.4195253
2369,25,5.8537707,6.0268135,"(79, 29)",0,1,False,0.50728256,0.543153
2370,25,4.892476,3.2515182,"(50, 82)",0,0,True,0.39925352,0.1623348
2371,25,6.298373,5.185289,"(93, 54)",0,0,True,0.4515362,0.24729635
2372,25,5.642629,5.9505625,"(4, 93)",0,1,False,0.5132808,0.5763808
2373,25,5.2074366,5.2884765,"(96, 40)",0,1,False,0.5038606,0.5202489
2374,25,5.5238414,6.1232295,"(9, 17)",0,1,False,0.5257313,0.64551634
2375,25,6.5693536,6.6825557,"(9, 89)",0,1,False,0.50427115,0.5282703
2376,25,6.665263,4.738247,"(83, 89)",0,0,True,0.41550773,0.1270812
2377,25,6.869141,5.767881,"(83, 35)",0,0,True,0.45642725,0.24950385
2378,25,5.405703,5.125971,"(37, 35)",0,0,True,0.4867195,0.43051943
2379,25,6.3328104,5.644666,"(81, 37)",0,0,True,0.4712734,0.33444604
2380,25,6.6920114,5.085368,"(42, 81)",0,0,True,0.43179113,0.16705519
2381,25,6.7048316,6.181703,"(85, 41)",0,0,True,0.4797025,0.37212095
2382,25,6.462287,5.367225,"(41, 23)",0,0,True,0.45371488,0.25066632
2383,25,6.150016,6.655484,"(44, 61)",0,1,False,0.5197364,0.62374353
2384,26,4.221527,6.4294233,"(0, 1)",1,1,True,0.6036478,0.9009564
2385,26,4.4562836,7.3541045,"(2, 1)",1,1,True,0.622681,0.9477386
2386,26,4.976155,7.0850253,"(3, 2)",1,1,True,0.58742386,0.8917624
2387,26,6.079268,5.8588343,"(4, 5)",1,0,False,0.49076763,0.44511363
2388,26,5.4893045,5.9609566,"(7, 6)",1,1,True,0.52059567,0.61577475
2389,26,5.0486565,5.8923945,"(9, 8)",1,1,True,0.53855836,0.6992519
2390,26,6.4254956,5.2439756,"(17, 16)",1,0,False,0.4493756,0.234779
2391,26,6.4464493,6.5247436,"(18, 17)",1,1,True,0.503018,0.51956356
2392,26,6.959487,6.713333,"(18, 19)",1,0,False,0.49099845,0.4387704
2393,26,6.7449074,6.783598,"(20, 19)",1,1,True,0.50143,0.5096714
2394,26,6.2017565,5.9296217,"(21, 22)",1,0,False,0.48878384,0.4323831
2395,26,6.3202534,7.1237636,"(22, 23)",1,1,True,0.52988356,0.69072485
2396,26,6.08518,7.6972456,"(23, 24)",1,1,True,0.55848265,0.83369803
2397,26,5.515625,6.777608,"(24, 25)",1,1,True,0.55132836,0.77936727
2398,26,5.43487,6.571168,"(25, 26)",1,1,True,0.547322,0.7569994
2399,26,5.841037,6.7558265,"(27, 26)",1,1,True,0.5363102,0.71397924
2400,26,5.848083,6.2186694,"(28, 27)",1,1,True,0.5153557,0.59160066
2401,26,4.5217347,6.5918226,"(32, 31)",1,1,True,0.5931335,0.88796175
2402,26,4.322322,7.466348,"(33, 32)",1,1,True,0.6333495,0.9586727
2403,26,4.855673,7.232,"(34, 33)",1,1,True,0.59829545,0.9150042
2404,26,5.469373,4.7356668,"(38, 37)",1,0,False,0.46405175,0.3243819
2405,26,5.49176,7.033295,"(40, 39)",1,1,True,0.5615381,0.8236878
2406,26,7.716398,7.4501867,"(41, 40)",1,0,False,0.49122375,0.43383756
2407,26,7.7840753,4.22966,"(41, 42)",1,0,False,0.3520687,0.027802981
2408,26,5.0884132,6.3587327,"(45, 44)",1,1,True,0.55548626,0.78079736
2409,26,4.5406175,6.5379615,"(46, 47)",1,1,True,0.5901444,0.8805179
2410,26,4.894446,6.529029,"(47, 48)",1,1,True,0.57154495,0.8367965
2411,26,5.438174,6.216564,"(50, 51)",1,1,True,0.53339374,0.68533313
2412,26,5.333166,6.757022,"(53, 54)",1,1,True,0.5588848,0.80594224
2413,26,5.428731,7.5313945,"(54, 55)",1,1,True,0.5811205,0.8911618
2414,26,6.290759,7.0566645,"(55, 56)",1,1,True,0.5286911,0.6826345
2415,26,5.2741995,7.3445272,"(56, 57)",1,1,True,0.58203393,0.8879855
2416,26,5.4357033,7.790225,"(57, 58)",1,1,True,0.5890116,0.913293
2417,26,6.433491,6.799791,"(58, 59)",1,1,True,0.5138401,0.59056455
2418,26,6.305307,7.4477,"(60, 59)",1,1,True,0.54153246,0.7581188
2419,26,6.4135585,6.444858,"(60, 61)",1,1,True,0.5012171,0.5078243
2420,26,6.775004,5.826931,"(66, 67)",1,0,False,0.46238384,0.27927253
2421,26,5.0979147,7.3186975,"(68, 69)",1,1,True,0.5894279,0.9021003
2422,26,6.353488,6.7235346,"(72, 71)",1,1,True,0.5141487,0.59147024
2423,26,6.41466,7.275393,"(72, 73)",1,1,True,0.53143644,0.70281374
2424,26,6.5469685,7.0176187,"(74, 75)",1,1,True,0.51734847,0.61553764
2425,26,6.301855,5.4949846,"(76, 77)",1,0,False,0.46580145,0.30855775
2426,26,7.0749702,6.5606704,"(79, 78)",1,0,False,0.48114136,0.3741861
2427,26,6.5474677,6.518605,"(82, 81)",1,0,False,0.49889553,0.49278486
2428,26,6.051408,6.188767,"(83, 82)",1,1,True,0.505611,0.5342859
2429,26,7.7750216,5.422226,"(88, 87)",1,0,False,0.41086036,0.08684382
2430,26,4.946134,7.102565,"(91, 90)",1,1,True,0.58948815,0.8962681
2431,26,5.9733953,6.2242866,"(92, 93)",1,1,True,0.51028436,0.5623959
2432,26,6.043186,6.9302197,"(95, 94)",1,1,True,0.5341866,0.7082775
2433,26,6.38486,6.970993,"(95, 96)",1,1,True,0.521943,0.6424774
2434,26,7.2771735,6.833073,"(78, 74)",0,0,True,0.4842632,0.39076433
2435,26,6.9910374,6.450333,"(61, 78)",0,0,True,0.47988656,0.3680238
2436,26,6.355423,6.4252396,"(66, 72)",0,1,False,0.5027313,0.51744705
2437,26,5.891403,4.8535957,"(5, 98)",0,0,True,0.45170742,0.26157328
2438,26,6.5451546,6.4000897,"(3, 27)",0,0,True,0.49439698,0.46379724
2439,26,5.568512,6.7518334,"(95, 3)",0,1,False,0.5480231,0.7655445
2440,26,5.9493837,7.21954,"(95, 26)",0,1,False,0.5482255,0.7807695
2441,26,7.9391084,6.1876116,"(88, 26)",0,0,True,0.43800765,0.1478585
2442,26,7.1071997,6.236757,"(18, 88)",0,0,True,0.4673844,0.29516217
2443,26,5.354314,5.3246613,"(71, 16)",0,0,True,0.49861166,0.4925874
2444,26,7.169232,4.4827065,"(99, 36)",0,0,True,0.38471767,0.06377316
2445,26,7.633072,5.14963,"(99, 19)",0,0,True,0.40285927,0.07702716
2446,26,6.6199574,7.516288,"(58, 19)",0,1,False,0.53170323,0.7101948
2447,26,5.1560655,4.376659,"(15, 12)",0,0,True,0.45911944,0.3144478
2448,26,6.892501,4.814855,"(73, 12)",0,0,True,0.41126752,0.111288585
2449,26,6.5766025,6.38761,"(56, 73)",0,0,True,0.49271098,0.452892
2450,26,6.827794,6.12381,"(75, 20)",0,0,True,0.47282252,0.33092946
2451,26,5.8536825,5.9814215,"(6, 94)",0,1,False,0.5053966,0.5318914
2452,26,5.926544,4.850639,"(76, 65)",0,0,True,0.4500841,0.25428167
2453,26,6.8035474,4.620458,"(62, 87)",0,0,True,0.4044517,0.101279385
2454,26,7.206032,5.124774,"(62, 92)",0,0,True,0.4156074,0.11093186
2455,26,6.7015114,6.0829864,"(45, 92)",0,0,True,0.47580957,0.350117
2456,26,6.306992,5.6494303,"(48, 67)",0,0,True,0.47250172,0.34128755
2457,26,6.739964,4.854316,"(67, 10)",0,0,True,0.41868198,0.13174151
2458,26,5.33258,5.289284,"(38, 13)",0,0,True,0.49796194,0.48917773
2459,26,6.270148,5.829197,"(32, 43)",0,0,True,0.4817779,0.39151442
2460,26,6.5918374,5.9915175,"(60, 43)",0,0,True,0.47614628,0.35427055
2461,26,6.5378556,5.055,"(80, 53)",0,0,True,0.43604442,0.18499644
2462,26,8.243813,4.8293023,"(11, 80)",0,0,True,0.36940715,0.031845048
2463,26,6.505708,4.5994635,"(11, 28)",0,0,True,0.4141731,0.12940331
2464,26,6.1521583,5.750198,"(86, 0)",0,0,True,0.4831142,0.40084141
2465,26,6.1035943,5.737472,"(64, 22)",0,0,True,0.48454016,0.40947834
2466,26,6.0362873,6.235751,"(34, 46)",0,1,False,0.50812674,0.54970133
2467,26,5.6914563,7.5961337,"(59, 69)",0,1,False,0.57167125,0.87042
2468,26,4.8572874,4.8758864,"(51, 49)",0,1,False,0.50095546,0.50464964
2469,26,6.828113,5.238136,"(51, 77)",0,0,True,0.43411466,0.16938709
2470,26,7.753271,6.337826,"(55, 77)",0,0,True,0.44977522,0.19537659
2471,26,7.003687,7.584715,"(24, 55)",0,1,False,0.51991403,0.6413039
2472,26,5.961781,5.4061117,"(97, 79)",0,0,True,0.47555968,0.3645501
2473,26,5.99994,5.555873,"(84, 50)",0,0,True,0.480786,0.39077234
2474,26,5.744671,7.0173616,"(50, 82)",0,1,False,0.5498624,0.781203
2475,26,6.0090213,6.341256,"(4, 93)",0,1,False,0.5134505,0.58230305
2476,26,5.3994875,6.203273,"(96, 4)",0,1,False,0.53463763,0.6907836
2477,26,7.0746403,7.0777664,"(96, 40)",0,1,False,0.50011045,0.50078154
2478,26,7.5578637,7.2700553,"(17, 40)",0,0,True,0.49029502,0.42854053
2479,26,6.7634583,4.385355,"(9, 89)",0,0,True,0.39334726,0.084857754
2480,26,7.548371,4.495838,"(83, 89)",0,0,True,0.373278,0.045108262
2481,26,6.705472,4.6832933,"(83, 35)",0,0,True,0.41122046,0.1168939
2482,26,7.25806,5.4936833,"(81, 37)",0,0,True,0.43081823,0.14624305
2483,26,7.477114,5.3292413,"(42, 81)",0,0,True,0.41614035,0.10453016
2484,26,6.9048896,2.8444602,"(85, 41)",0,0,True,0.29175895,0.016949378
2485,26,7.0811553,7.11123,"(41, 23)",0,1,False,0.5010596,0.5075181
2486,26,6.3216333,5.559553,"(7, 21)",0,0,True,0.46792912,0.3181948
2487,27,2.3595262,8.257801,"(0, 1)",1,1,True,0.77776647,0.9972633
2488,27,2.770652,8.114075,"(99, 0)",0,1,False,0.7454551,0.99524325
2489,27,2.5766182,8.083191,"(2, 1)",1,1,True,0.7582867,0.9959564
2490,27,3.1395056,7.485947,"(3, 2)",1,1,True,0.7045297,0.9872128
2491,27,4.691987,6.6776175,"(3, 4)",1,1,True,0.5873219,0.8792801
2492,27,4.882559,6.8873725,"(4, 5)",1,1,True,0.58516675,0.8813016
2493,27,6.1545825,6.3109345,"(8, 7)",1,1,True,0.5062714,0.53900856
